datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,sunelevation,icon
2022-04-30,14.1,12,12.9,14.1,12,12.9,88.5,0.045,100,4.17,rain,0,0,32,27.9,1017.3,88.7,10.1,44.4,3.9,2,10,2022-04-30T06:02:22,2022-04-30T19:57:47,63.9,rain
2022-05-01,18.9,11.2,13.9,18.9,11.2,13.9,82.4,0,0,0,rain,0,0,40.7,33.8,1018,74.1,9.3,109.5,9.5,4,10,2022-05-01T06:01:04,2022-05-01T19:58:50,64.2,partly-cloudy-day
2022-05-02,18.1,10.4,14,18.1,10.4,14,73.5,0.279,100,4.17,rain,0,0,54.4,48.1,1013.9,71.3,10.2,194.9,17,7,10,2022-05-02T05:59:47,2022-05-02T19:59:53,64.5,rain
2022-05-03,12.2,11.1,11.5,12.2,11.1,11.5,90.7,1.44,100,8.33,rain,0,0,33.8,38.5,1012.1,90,10.1,49,4.2,2,10,2022-05-03T05:58:32,2022-05-03T20:00:55,64.8,rain
2022-05-04,13.2,10.2,11.5,13.2,10.2,11.5,84.8,0.251,100,12.5,rain,0,0,29.2,359.1,1016.3,84.4,10.1,81.5,6.9,3,10,2022-05-04T05:57:18,2022-05-04T20:01:58,65.1,rain
2022-05-05,16.9,7.3,12,16.9,6.6,11.8,78.3,0.003,100,4.17,rain,0,0,28.8,344.9,1020.5,47.3,7.4,197.5,17.3,8,10,2022-05-05T05:56:05,2022-05-05T20:03:00,65.4,rain
2022-05-06,17.1,9.2,13.2,17.1,9.2,13.2,76.7,0,0,0,rain,0,0,43.2,34.8,1022.4,57.2,9.9,211.9,18.2,8,10,2022-05-06T05:54:53,2022-05-06T20:04:02,65.7,partly-cloudy-day
2022-05-07,18.8,10.2,13.6,18.8,10.2,13.6,74.7,0,0,0,rain,0,0,35.3,40,1021.5,57.1,9.3,190.9,16.7,9,10,2022-05-07T05:53:43,2022-05-07T20:05:03,66,partly-cloudy-day
2022-05-08,19.1,9.1,13.4,19.1,6.3,12.8,74,0,0,0,,0,0,44.3,44.8,1021.1,41.8,9.8,212.9,18.3,9,10,2022-05-08T05:52:34,2022-05-08T20:06:05,66.3,partly-cloudy-day
2022-05-09,18,9.2,13.1,18,6.2,12.6,69.6,0,0,0,,0,0,48.2,38.1,1020.4,39.6,10.3,177.7,15.4,9,10,2022-05-09T05:51:27,2022-05-09T20:07:06,66.5,partly-cloudy-day
2022-05-10,20,8.3,13.7,20,6.1,13.2,73.3,0,0,0,,0,0,51.1,39.6,1019.5,21.8,9.6,248.5,21.4,10,10,2022-05-10T05:50:21,2022-05-10T20:08:07,66.8,partly-cloudy-day
2022-05-11,20.9,9.3,14.8,20.9,7,14.6,67.8,0,0,0,,0,0,44.8,29.1,1018.6,29.7,9.1,214.7,18.6,9,10,2022-05-11T05:49:16,2022-05-11T20:09:07,67,partly-cloudy-day
2022-05-12,23.7,9.2,17.3,23.7,8,17.3,50.1,0,0,0,,0,0,34.4,67.6,1020.9,7,10.3,249.4,21.6,9,10,2022-05-12T05:48:13,2022-05-12T20:10:07,67.3,clear-day
2022-05-13,26.2,12.9,19.9,26.2,12.9,19.9,43.9,0,0,0,,0,0,22,29.2,1017.7,24.1,10.4,249,21.6,9,10,2022-05-13T05:47:12,2022-05-13T20:11:07,67.5,partly-cloudy-day
2022-05-14,24.7,15.1,20.3,24.7,15.1,20.3,51.6,0,0,0,,0,0,30.2,242.2,1014.7,36.2,10.3,241.6,21,9,10,2022-05-14T05:46:12,2022-05-14T20:12:06,67.8,partly-cloudy-day
2022-05-15,22.8,15,19.2,22.8,15,19.2,65.3,0.003,100,4.17,rain,0,0,31,322.3,1015.6,37,10.3,205.2,17.7,9,10,2022-05-15T05:45:14,2022-05-15T20:13:05,68,rain
2022-05-16,24.6,14.3,19.5,24.6,14.3,19.5,65.6,0,0,0,,0,0,22.7,21.5,1018,42.1,9.1,208,17.9,9,10,2022-05-16T05:44:17,2022-05-16T20:14:03,68.3,partly-cloudy-day
2022-05-17,25.6,12.4,20.5,25.6,12.4,20.5,51.4,0,0,0,,0,0,23.8,32.2,1016.2,14,10.2,331.2,28.6,9,10,2022-05-17T05:43:22,2022-05-17T20:15:00,68.5,clear-day
2022-05-18,24.6,9.2,17.8,24.6,5.9,17.5,67.1,5.984,100,4.17,rain,0,0,42.5,14,1014.5,44.4,9.6,173.9,14.9,8,10,2022-05-18T05:42:29,2022-05-18T20:15:57,68.7,rain
2022-05-19,17,9.2,12.8,17,8.1,12.7,70.9,9.672,100,4.17,rain,0,0,45,34.7,1025.1,60.9,10.3,190.3,16.5,10,10,2022-05-19T05:41:37,2022-05-19T20:16:54,68.9,rain
2022-05-20,22,7.5,15.2,22,5.1,14.8,58.1,0,0,0,,0,0,26.2,44.1,1024.6,77.5,10.2,252.5,21.9,9,10,2022-05-20T05:40:47,2022-05-20T20:17:50,69.1,partly-cloudy-day
2022-05-21,23.4,10.2,17.9,23.4,10.2,17.9,52.1,0,0,0,,0,0,21.6,262.8,1017,45.7,10.4,251.1,21.8,9,10,2022-05-21T05:39:59,2022-05-21T20:18:45,69.3,partly-cloudy-day
2022-05-22,25.6,14,19.7,25.6,14,19.7,58.8,0,0,0,,0,0,36.7,298.8,1009.1,34.8,10.3,256.5,22.1,9,10,2022-05-22T05:39:12,2022-05-22T20:19:39,69.5,partly-cloudy-day
2022-05-23,21.9,15.2,18.6,21.9,15.2,18.6,74.2,0.031,100,4.17,rain,0,0,41,2.1,1008.6,49,10,209.8,18.2,8,10,2022-05-23T05:38:28,2022-05-23T20:20:33,69.7,rain
2022-05-24,25.7,13.3,19.7,25.7,13.3,19.7,60.4,0.204,100,4.17,rain,0,0,22.3,38.3,1012.4,38.5,10.3,249,21.5,9,10,2022-05-24T05:37:45,2022-05-24T20:21:25,69.9,rain
2022-05-25,27.5,16.1,21.1,27.6,16.1,21.1,54.9,0.242,100,8.33,rain,0,0,28.1,24.8,1015.9,50.2,10.4,233.9,20.2,9,10,2022-05-25T05:37:04,2022-05-25T20:22:17,70.1,rain
2022-05-26,27.6,16.3,23,28,16.3,23.1,58.3,0,0,0,,0,0,24.1,298.6,1017.2,13.2,10.2,237.3,20.4,8,10,2022-05-26T05:36:25,2022-05-26T20:23:08,70.3,clear-day
2022-05-27,27.6,18.2,23.1,28.1,18.2,23.3,67.4,0.044,100,4.17,rain,0,0,29.5,31.8,1016.8,33.5,9.6,243.3,20.9,9,10,2022-05-27T05:35:47,2022-05-27T20:23:58,70.4,rain
2022-05-28,29.7,17.3,23.7,29.1,17.3,23.6,60.2,0,0,0,,0,0,23.4,34,1011.4,24.7,10.2,243,21.1,9,10,2022-05-28T05:35:12,2022-05-28T20:24:47,70.6,partly-cloudy-day
2022-05-29,31.9,20,26.2,33.7,20,26.7,54.7,0.005,100,4.17,rain,0,0,33.5,43.5,1008.4,39.2,10.1,235.8,20.3,8,60,2022-05-29T05:34:39,2022-05-29T20:25:36,70.8,rain
2022-05-30,29.6,21.9,26,28.8,21.9,25.8,47.5,0,0,0,,0,0,38.2,275.6,1009.1,25.4,10.4,245.4,21.3,9,10,2022-05-30T05:34:07,2022-05-30T20:26:22,70.9,partly-cloudy-day
2022-05-31,27.8,19.1,23,28.6,19.1,23.2,67.9,0,0,0,,0,0,41.4,34.1,1013.6,15,10.3,234.3,20.2,8,10,2022-05-31T05:33:37,2022-05-31T20:27:08,71.1,clear-day
2022-06-01,27,18.1,22.1,27.4,18.1,22.2,71.9,0,0,0,,0,0,44.3,31.8,1013.7,26.7,9.8,244.1,21.3,9,10,2022-06-01T05:33:10,2022-06-01T20:27:53,71.2,partly-cloudy-day
2022-06-02,26,18.2,21.5,26,18.2,21.5,77.1,0,0,0,,0,0,49,32.3,1013.2,48.7,10.2,317.2,27.2,9,10,2022-06-02T05:32:44,2022-06-02T20:28:37,71.3,partly-cloudy-day
2022-06-03,26,19.1,21.7,26,19.1,21.7,81.2,0,0,0,,0,0,51.5,34.1,1013.8,56.9,9.9,156,13.4,9,10,2022-06-03T05:32:20,2022-06-03T20:29:19,71.4,partly-cloudy-day
2022-06-04,26.8,20,22.2,27.9,20,22.3,81.1,0,0,0,,0,0,48.2,23,1014.6,50,10.2,185.7,16.1,7,10,2022-06-04T05:31:59,2022-06-04T20:30:00,71.6,partly-cloudy-day
2022-06-05,27.6,18.9,22.5,28.7,18.9,22.6,72.5,0,0,0,,0,0,38.5,27.7,1013.5,45.8,10.2,212.3,18.3,8,10,2022-06-05T05:31:39,2022-06-05T20:30:39,71.7,partly-cloudy-day
2022-06-06,25.9,17.3,21.8,25.9,17.3,21.8,67.6,0,0,0,,0,0,42.8,30.4,1011.9,43.6,10.4,186.9,16.1,6,10,2022-06-06T05:31:21,2022-06-06T20:31:18,71.8,partly-cloudy-day
2022-06-07,22,17.2,19.7,22,17.2,19.7,79.9,0.599,100,8.33,rain,0,0,33.8,24.1,1011.7,80.3,10.2,195.6,16.9,9,10,2022-06-07T05:31:06,2022-06-07T20:31:55,71.9,rain
2022-06-08,22.9,15.3,19.4,22.9,15.3,19.4,83.4,0.022,100,8.33,rain,0,0,28.8,25,1009.6,63.1,8.8,122.6,10.6,4,10,2022-06-08T05:30:52,2022-06-08T20:32:30,72,rain
2022-06-09,28.6,16.2,22.1,27.9,16.2,22.1,69.4,0.672,100,4.17,rain,0,0,23.4,263.4,1008.3,54.4,10.2,225.8,19.4,9,10,2022-06-09T05:30:40,2022-06-09T20:33:04,72.1,rain
2022-06-10,29.8,20.1,25.1,30.7,20.1,25,57.8,0,0,0,,0,0,29.5,37.4,1007.9,59.9,10.3,211.3,18,9,10,2022-06-10T05:30:30,2022-06-10T20:33:36,72.1,partly-cloudy-day
2022-06-11,24.9,20.1,22.3,24.9,20.1,22.3,75.1,2.36,100,8.33,rain,0,0,36.7,57.1,1007.5,85.3,10,92,7.8,4,10,2022-06-11T05:30:23,2022-06-11T20:34:07,72.2,rain
2022-06-12,22.1,19,20.5,22.1,19,20.5,89.5,25.269,100,16.67,rain,0,0,45.7,15,1004.7,87.1,9.1,104.3,9,4,10,2022-06-12T05:30:17,2022-06-12T20:34:37,72.3,rain
2022-06-13,25.1,20,21.5,25.1,20,21.5,85.1,0.486,100,8.33,rain,0,0,28.4,0.4,1008.3,69.6,10.2,103,9,6,30,2022-06-13T05:30:13,2022-06-13T20:35:04,72.3,rain
2022-06-14,27.6,19,22.7,29,19,22.8,78.2,0,0,0,,0,0,36,352.4,1011.3,49.3,10,238.6,20.7,9,30,2022-06-14T05:30:11,2022-06-14T20:35:30,72.4,partly-cloudy-day
2022-06-15,25.1,20,22.2,25.1,20,22.2,81.4,0,0,0,,0,0,44.6,32.4,1016.2,65,10.1,129.5,11,5,10,2022-06-15T05:30:11,2022-06-15T20:35:54,72.4,partly-cloudy-day
2022-06-16,25.1,18.1,21.4,25.1,18.1,21.4,69.8,0,0,0,,0,0,53.3,45.9,1017.7,40.4,10.4,258.3,22.2,9,10,2022-06-16T05:30:14,2022-06-16T20:36:17,72.5,partly-cloudy-day
2022-06-17,25.1,18.2,21.6,25.1,18.2,21.6,75.7,0,0,0,,0,0,44.6,38.6,1015.9,49.1,10.3,332.9,28.7,10,10,2022-06-17T05:30:18,2022-06-17T20:36:37,72.5,partly-cloudy-day
2022-06-18,25.1,18.1,21.6,25.1,18.1,21.6,76.8,0,0,0,,0,0,60.8,40.2,1014.8,42.4,10.4,202.2,17.4,9,10,2022-06-18T05:30:24,2022-06-18T20:36:56,72.5,partly-cloudy-day
2022-06-19,25.1,18.1,21.7,25.1,18.1,21.7,72.6,0,0,0,,0,0,43.9,40.7,1015.8,40.2,10.3,168.9,14.7,8,10,2022-06-19T05:30:31,2022-06-19T20:37:13,72.5,partly-cloudy-day
2022-06-20,24,18.1,21.1,24,18.1,21.1,84.5,0.569,100,8.33,rain,0,0,36.4,31.8,1012.1,69,10.2,104.2,8.9,3,10,2022-06-20T05:30:41,2022-06-20T20:37:29,72.5,rain
2022-06-21,25.8,19.1,22.4,25.8,19.1,22.4,72.8,0.543,100,8.33,rain,0,0,26.6,242.8,1008.6,59.9,10.3,195,16.8,9,10,2022-06-21T05:30:53,2022-06-21T20:37:42,72.5,rain
2022-06-22,29.6,22,25.5,30,22,25.7,57.4,0,0,0,,0,0,31,248.3,1008,37.2,10.4,194,16.6,8,10,2022-06-22T05:31:06,2022-06-22T20:37:53,72.5,partly-cloudy-day
2022-06-23,28.6,19.2,23.7,28.2,19.2,23.7,66.4,0.53,100,4.17,rain,0,0,37.1,354.2,1010.2,51.6,10.3,275.2,23.9,9,10,2022-06-23T05:31:21,2022-06-23T20:38:03,72.5,rain
2022-06-24,26,18,22.8,26,18,22.8,64.4,0,0,0,,0,0,36,358.5,1012,46.3,10.4,340.2,29.4,9,10,2022-06-24T05:31:38,2022-06-24T20:38:11,72.5,partly-cloudy-day
2022-06-25,26.9,20,23.3,27.2,20,23.3,66.1,0,0,0,rain,0,0,42.8,319.3,1012.4,41.5,10.4,307.9,26.4,9,10,2022-06-25T05:31:57,2022-06-25T20:38:16,72.5,partly-cloudy-day
2022-06-26,26.1,17.3,22.1,26.1,17.3,22.1,69.6,0,0,0,,0,0,39.6,32.8,1013.7,52,10.4,333.4,28.8,9,10,2022-06-26T05:32:18,2022-06-26T20:38:20,72.4,partly-cloudy-day
2022-06-27,26.8,19,22.1,27.3,19,22.2,78,0.912,100,8.33,rain,0,0,40,345.4,1014.5,65.5,10.4,314.2,27,9,10,2022-06-27T05:32:40,2022-06-27T20:38:22,72.4,rain
2022-06-28,26,20,23.2,26,20,23.2,74.2,1.903,100,8.33,rain,0,0,49.3,4.2,1012.2,72.1,10.3,334.5,28.9,9,10,2022-06-28T05:33:04,2022-06-28T20:38:21,72.3,rain
2022-06-29,26,20.1,22.9,26,20.1,22.9,78.4,1.299,100,12.5,rain,0,0,32.8,25.5,1012.7,61.5,10.1,331.5,28.6,9,10,2022-06-29T05:33:29,2022-06-29T20:38:19,72.3,rain
2022-06-30,27,18.2,22.8,28.1,18.2,22.9,76.7,0,0,0,,0,0,44.6,37,1012.3,41.6,10.3,334.4,28.7,9,10,2022-06-30T05:33:57,2022-06-30T20:38:14,72.2,partly-cloudy-day
2022-07-01,29.8,19.2,24.3,30.4,19.2,24.5,75.8,0,0,0,,0,0,45.7,38,1013.2,38.8,9.4,338.3,29.1,9,10,2022-07-01T05:34:25,2022-07-01T20:38:08,72.2,partly-cloudy-day
2022-07-02,28.9,21,24.6,29.9,21,24.8,73.6,0,0,0,,0,0,50.4,42.4,1015,39.3,10.2,344.6,29.8,10,10,2022-07-02T05:34:55,2022-07-02T20:38:00,72.1,partly-cloudy-day
2022-07-03,27.9,20.1,23.7,27.3,20.1,23.6,65.9,0,0,0,,0,0,55.4,46.2,1015.8,20.6,10.4,356.7,30.7,10,10,2022-07-03T05:35:27,2022-07-03T20:37:49,72,partly-cloudy-day
2022-07-04,27,17.2,22.4,27.1,17.2,22.5,63.8,0,0,0,,0,0,51.5,45.7,1014.4,8.9,10.3,354.3,30.6,10,10,2022-07-04T05:36:00,2022-07-04T20:37:36,71.9,clear-day
2022-07-05,27.9,18.1,23.1,27.8,18.1,23.2,66.2,0,0,0,,0,0,52.9,46.1,1013.4,20.6,10.5,348.2,29.9,10,10,2022-07-05T05:36:35,2022-07-05T20:37:22,71.8,partly-cloudy-day
2022-07-06,28.6,19.2,23.8,29.4,19.2,24,76.6,0,0,0,,0,0,45.4,34,1010.4,33.8,10.3,318.1,27.5,9,10,2022-07-06T05:37:11,2022-07-06T20:37:05,71.7,partly-cloudy-day
2022-07-07,29,21,24.3,30.7,21,24.6,79.2,0,0,0,,0,0,37.8,6.9,1010.9,47.9,9,179.5,15.2,8,10,2022-07-07T05:37:48,2022-07-07T20:36:47,71.6,partly-cloudy-day
2022-07-08,27.9,22,24.7,29.5,22,25,79.8,0.093,100,4.17,rain,0,0,43.6,19,1011.5,68.1,10.2,108.8,9.4,3,10,2022-07-08T05:38:27,2022-07-08T20:36:26,71.5,rain
2022-07-09,28.2,19.5,24.2,29.5,19.5,24.5,79.5,0.354,100,4.17,rain,0,0,47.2,36.4,1007.2,52.5,9.3,176.4,15.1,8,30,2022-07-09T05:39:06,2022-07-09T20:36:03,71.4,rain
2022-07-10,24.2,19.3,21.2,24.2,19.3,21.2,86.1,14.075,100,16.67,rain,0,0,34.2,355.5,1007.5,78.6,9.8,95.7,8.3,3,10,2022-07-10T05:39:47,2022-07-10T20:35:39,71.2,rain
2022-07-11,26.2,19.2,22.4,26.2,19.2,22.4,77.4,0.171,100,4.17,rain,0,0,32,27.6,1013.2,40.3,10.2,291.7,25.3,9,10,2022-07-11T05:40:30,2022-07-11T20:35:12,71.1,rain
2022-07-12,27.2,18.3,22.8,27.7,18.3,22.8,69.4,0,0,0,,0,0,40.7,37.5,1016.2,35.5,10.3,230.7,19.9,9,10,2022-07-12T05:41:13,2022-07-12T20:34:43,71,partly-cloudy-day
2022-07-13,26.9,17.5,22.6,27.2,17.5,22.6,66.8,0.009,100,4.17,rain,0,0,38.2,34.1,1016,40.7,10.3,233.7,20.1,10,10,2022-07-13T05:41:57,2022-07-13T20:34:12,70.8,rain
2022-07-14,28.2,16.6,23.3,27.9,16.6,23.3,62.4,0,0,0,,0,0,51.8,46.7,1016,14.2,10.3,247.9,21.5,9,10,2022-07-14T05:42:43,2022-07-14T20:33:40,70.7,clear-day
2022-07-15,28.1,19.3,23.7,28.8,19.3,23.9,67.1,0,0,0,,0,0,46.1,39.1,1012.5,25.6,10.4,219.8,18.9,8,10,2022-07-15T05:43:29,2022-07-15T20:33:05,70.5,partly-cloudy-day
2022-07-16,30,18.4,24.2,30.3,18.4,24.4,70.6,0,0,0,,0,0,44.3,47.9,1013.9,27.4,10.4,238.3,20.7,9,10,2022-07-16T05:44:16,2022-07-16T20:32:28,70.4,partly-cloudy-day
2022-07-17,30,20.3,24.8,30.9,20.3,25.2,72.4,0,0,0,,0,0,45.4,34.6,1016.2,26.6,10.4,233.4,20.4,8,10,2022-07-17T05:45:04,2022-07-17T20:31:50,70.2,partly-cloudy-day
2022-07-18,28,20.3,24,28.1,20.3,24,68.3,0,0,0,,0,0,59,47.9,1019,33.6,10.4,199.5,17.2,10,10,2022-07-18T05:45:54,2022-07-18T20:31:10,70,partly-cloudy-day
2022-07-19,26.1,17.4,22.2,26.1,17.4,22.2,63.5,0,0,0,,0,0,55.4,44.3,1018.6,42.3,10.4,210.7,18,8,10,2022-07-19T05:46:43,2022-07-19T20:30:27,69.8,partly-cloudy-day
2022-07-20,27.1,19.4,23.4,27.7,19.4,23.5,64.5,0,0,0,,0,0,51.5,40.4,1017.2,46.9,10.4,221,19.2,10,10,2022-07-20T05:47:34,2022-07-20T20:29:43,69.6,partly-cloudy-day
2022-07-21,29.7,17.4,23.8,29.1,17.4,23.7,65.7,0,0,0,,0,0,36.7,13.4,1014.3,14.4,10.4,236.2,20.5,8,10,2022-07-21T05:48:26,2022-07-21T20:28:57,69.5,clear-day
2022-07-22,29.8,18.4,24.5,29.2,18.4,24.4,65.6,0,0,0,,0,0,33.5,37.3,1014.8,11.2,9.3,245.1,21.3,9,10,2022-07-22T05:49:18,2022-07-22T20:28:10,69.3,clear-day
2022-07-23,31.8,18.4,25.8,31,18.4,25.5,47.7,0,0,0,,0,0,37.1,33.2,1015.4,6.1,10.4,240.9,20.7,9,10,2022-07-23T05:50:10,2022-07-23T20:27:20,69.1,clear-day
2022-07-24,31,19.5,25.8,30.5,19.5,25.6,49.3,0,0,0,,0,0,34.9,38.8,1013.6,0.1,10.4,239.2,20.8,9,10,2022-07-24T05:51:04,2022-07-24T20:26:29,68.8,clear-day
2022-07-25,30.1,21.3,25.3,30.2,21.3,25.5,59.8,0,0,0,,0,0,42.1,31.8,1011.4,30,10.4,238.9,20.7,9,10,2022-07-25T05:51:58,2022-07-25T20:25:36,68.6,partly-cloudy-day
2022-07-26,30.9,20.3,25.5,30.6,20.3,25.5,64.6,0,0,0,,0,0,42.1,45.8,1010.7,15.8,10.1,243.8,20.9,9,10,2022-07-26T05:52:52,2022-07-26T20:24:41,68.4,clear-day
2022-07-27,32.1,20.3,26,31,20.3,25.8,53.9,0,0,0,,0,0,45.7,43,1009.3,0.6,10.4,242.4,20.8,9,10,2022-07-27T05:53:47,2022-07-27T20:23:44,68.2,clear-day
2022-07-28,30.1,21.3,25.4,30.8,21.3,25.7,68.7,0.006,100,4.17,rain,0,0,59.4,45.7,1010.7,15.4,10.4,231.6,19.8,9,10,2022-07-28T05:54:43,2022-07-28T20:22:46,68,rain
2022-07-29,30.1,21.4,25.6,31.3,21.4,25.9,71.4,0,0,0,,0,0,54,45.9,1012.4,38.3,10.4,213.5,18.2,10,10,2022-07-29T05:55:39,2022-07-29T20:21:46,67.7,partly-cloudy-day
2022-07-30,30.1,21.4,25.9,31.9,21.4,26.7,76.3,0,0,0,,0,0,47.2,41.7,1011.2,40.4,10.4,195,16.9,7,10,2022-07-30T05:56:35,2022-07-30T20:20:45,67.5,partly-cloudy-day
2022-07-31,30.9,23.3,26.6,34.3,23.3,27.8,78.7,0,0,0,,0,0,43.6,30.9,1008.3,52.2,10.4,140,12.1,5,10,2022-07-31T05:57:32,2022-07-31T20:19:42,67.2,partly-cloudy-day
2022-08-01,29.2,23.3,26.3,29.5,23.3,26.5,65.3,0,0,0,,0,0,40.3,28.2,1009.1,51.9,10.1,163.6,14,8,10,2022-08-01T05:58:29,2022-08-01T20:18:38,67,partly-cloudy-day
2022-08-02,30,19.4,24.9,30.4,19.4,25.2,59.9,0,0,0,,0,0,48.6,34.2,1010.8,30.1,10.4,313,27,9,10,2022-08-02T05:59:27,2022-08-02T20:17:32,66.7,partly-cloudy-day
2022-08-03,30.1,19.5,24.8,31.4,19.5,25.3,73.3,0,0,0,,0,0,52.9,36.4,1012.4,36.3,10.1,310.7,27,9,10,2022-08-03T06:00:24,2022-08-03T20:16:24,66.5,partly-cloudy-day
2022-08-04,29.1,22.3,25.5,30.3,22.3,26,71.6,0,0,0,,0,0,47.5,39.7,1012.8,46.1,10.3,182.5,15.7,9,10,2022-08-04T06:01:22,2022-08-04T20:15:15,66.2,partly-cloudy-day
2022-08-05,30.2,20.5,25.6,32,20.5,26.2,74.6,0,0,0,rain,0,0,49,38.3,1011.9,36.4,10.3,306,26.4,9,10,2022-08-05T06:02:20,2022-08-05T20:14:05,66,partly-cloudy-day
2022-08-06,31,21.4,25.8,32.8,21.4,26.4,73.9,0,0,0,,0,0,52.6,39.4,1009.2,45.3,10.3,179.8,15.5,8,10,2022-08-06T06:03:19,2022-08-06T20:12:53,65.7,partly-cloudy-day
2022-08-07,30.1,23.2,26.5,32,23.2,27.2,73.2,0.003,100,4.17,rain,0,0,50.8,38.9,1007.8,48.6,10.3,202.3,17.7,9,10,2022-08-07T06:04:17,2022-08-07T20:11:40,65.4,rain
2022-08-08,31.1,23.3,27,33,23.3,27.9,72.4,0.519,100,4.17,rain,0,0,58,45.9,1009.5,43.8,10.4,169.4,14.6,8,30,2022-08-08T06:05:16,2022-08-08T20:10:26,65.1,rain
2022-08-09,31.9,23.3,27.3,33.4,23.3,28.2,69.5,0,0,0,,0,0,49.3,35.1,1009.7,42.6,10.3,158.8,13.6,7,10,2022-08-09T06:06:15,2022-08-09T20:09:10,64.9,partly-cloudy-day
2022-08-10,29.9,22.3,25.7,32.2,22.3,26.5,77.2,0,0,0,rain,0,0,54,29.4,1009.7,45.6,10.2,135.5,11.7,5,30,2022-08-10T06:07:14,2022-08-10T20:07:53,64.6,partly-cloudy-day
2022-08-11,27.1,22.3,24.6,28.5,22.3,24.6,77.1,0.176,100,12.5,rain,0,0,39.2,11.3,1012.2,70.2,10.3,217.9,18.8,7,30,2022-08-11T06:08:13,2022-08-11T20:06:35,64.3,rain
2022-08-12,29,19.4,24.5,31.3,19.4,25.1,79,0,0,0,rain,0,0,40.7,30.8,1012.2,45.3,10.4,156.5,13.5,5,10,2022-08-12T06:09:13,2022-08-12T20:05:15,64,partly-cloudy-day
2022-08-13,29.9,21.3,25.1,32.5,21.3,25.7,80.9,0,0,0,,0,0,40.7,43.8,1008.1,62.1,9.7,156.5,13.6,7,10,2022-08-13T06:10:12,2022-08-13T20:03:55,63.7,partly-cloudy-day
2022-08-14,30.8,22.2,25.8,33.5,22.2,26.8,79.3,0.13,100,4.17,rain,0,0,35.3,32.5,1004.9,63.9,10.3,203.4,17.7,9,30,2022-08-14T06:11:11,2022-08-14T20:02:33,63.4,rain
2022-08-15,24.9,18.4,22.7,24.9,18.4,22.7,87.8,29.726,100,16.67,rain,0,0,33.1,326.1,1006.3,58.6,9.8,101.4,8.8,7,30,2022-08-15T06:12:11,2022-08-15T20:01:10,63.1,rain
2022-08-16,30.8,21,25.6,30.8,21,25.8,66.3,0,0,0,,0,0,24.1,247.5,1010.2,5.8,10.3,215.3,18.6,8,10,2022-08-16T06:13:10,2022-08-16T19:59:46,62.8,clear-day
2022-08-17,31.7,22.2,26.8,33.7,22.2,27.6,64.5,0,0,0,,0,0,24.1,293.5,1009.4,22.8,10.4,205.8,17.8,8,10,2022-08-17T06:14:10,2022-08-17T19:58:21,62.4,partly-cloudy-day
2022-08-18,32.8,21.3,26.9,35.7,21.3,27.7,68.9,0,0,0,,0,0,40.3,27.3,1009.4,9.4,10.5,209.5,18.1,8,10,2022-08-18T06:15:09,2022-08-18T19:56:55,62.1,clear-day
2022-08-19,30.2,22.3,26.1,32.4,22.3,26.7,77.9,0.003,100,4.17,rain,0,0,40,33.5,1009.7,36.5,8.5,194.3,17,9,10,2022-08-19T06:16:09,2022-08-19T19:55:28,61.8,rain
2022-08-20,29.2,22.1,25.8,32,22.1,26.6,78.7,0,0,0,,0,0,39.6,37.4,1009,42.1,9.9,179.9,15.6,8,10,2022-08-20T06:17:08,2022-08-20T19:54:01,61.5,partly-cloudy-day
2022-08-21,31.1,22.3,26.3,34.4,22.3,27.3,77.1,0,0,0,,0,0,43.6,39.5,1005.4,39.4,10.3,206.3,18,8,30,2022-08-21T06:18:08,2022-08-21T19:52:32,61.1,partly-cloudy-day
2022-08-22,31.1,23.3,26.9,35.5,23.3,28.6,79.4,0.033,100,4.17,rain,0,0,42.5,37.7,1004.7,55.2,10.1,168.4,14.7,7,60,2022-08-22T06:19:07,2022-08-22T19:51:02,60.8,rain
2022-08-23,31.1,24.2,27.1,36.2,24.2,29.2,82.8,0,0,0,,0,0,42.8,31.7,1006.9,57.6,10.1,132,11.2,5,60,2022-08-23T06:20:06,2022-08-23T19:49:32,60.5,partly-cloudy-day
2022-08-24,30.2,22.1,27,35,22.1,29,81.6,0.063,100,8.33,rain,0,0,47.5,25.1,1007.9,82.4,10.3,233.6,20.4,8,60,2022-08-24T06:21:06,2022-08-24T19:48:00,60.1,rain
2022-08-25,27,20.2,22.8,28.5,20.2,22.9,83.8,7.215,100,12.5,rain,0,0,32.3,281.2,1007.8,73.9,10.1,181.5,15.7,7,30,2022-08-25T06:22:05,2022-08-25T19:46:28,59.8,rain
2022-08-26,28.9,20.4,24.4,30.2,20.4,24.6,80.7,0.271,100,4.17,rain,0,0,23,313.8,1007.1,66.8,10.1,207.3,17.9,8,30,2022-08-26T06:23:05,2022-08-26T19:44:55,59.4,rain
2022-08-27,28.9,22.2,25.4,31.8,22.2,26.3,78.4,0.006,100,4.17,rain,0,0,29.2,356.6,1009.8,39.3,9.8,177.7,15.3,7,30,2022-08-27T06:24:04,2022-08-27T19:43:22,59.1,rain
