datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,sunelevation,icon
2023-10-08,23.1,13.2,18.6,23.1,13.2,18.6,71.4,0,0,0,,0,0,25.9,237.3,1016.4,8.9,10.2,177.5,15.3,7,10,2023-10-08T07:05:46,2023-10-08T18:33:54,43.2,clear-day
2023-10-09,21,13.1,17.2,21,13.1,17.2,69.2,0.012,100,4.17,rain,0,0,38.9,54.6,1020.6,76.7,10.1,36.3,3.2,2,10,2023-10-09T07:06:50,2023-10-09T18:32:17,42.8,rain
2023-10-10,20,10.2,15.3,20,10.2,15.3,72.2,0.006,100,4.17,rain,0,0,30.6,41.9,1019.8,37.2,10.1,142,12.3,6,10,2023-10-10T07:07:53,2023-10-10T18:30:41,42.4,rain
2023-10-11,20,10.3,15.5,20,10.3,15.5,71.3,0.171,100,8.33,rain,0,0,52.6,61.1,1024.2,52.5,10.2,93.6,8,5,10,2023-10-11T07:08:57,2023-10-11T18:29:05,42.1,rain
2023-10-12,23,12.1,17.1,23,12.1,17.1,74,0,0,0,,0,0,37.8,58.6,1022.3,25.2,10.1,154.4,13.3,6,10,2023-10-12T07:10:01,2023-10-12T18:27:30,41.7,partly-cloudy-day
2023-10-13,22.9,11.1,16.8,22.9,11.1,16.8,77.2,0,0,0,,0,0,18.4,62.8,1020.3,11.9,10.1,168.5,14.6,7,10,2023-10-13T07:11:06,2023-10-13T18:25:56,41.3,clear-day
2023-10-14,23.9,14.1,18.1,23.9,14.1,18.1,76,0,0,0,,0,0,29.9,63.9,1017,26,10.1,173.9,15,7,10,2023-10-14T07:12:10,2023-10-14T18:24:23,40.9,partly-cloudy-day
2023-10-15,22,13.1,17.6,22,13.1,17.6,80,0,0,0,,0,0,20.2,266.4,1011.6,14.4,8.8,153.6,13.2,6,10,2023-10-15T07:13:16,2023-10-15T18:22:50,40.6,clear-day
2023-10-16,21,13.1,16,21,13.1,16,80.5,0.412,100,4.17,rain,0,0,50,50.9,1014.9,58.1,10,26.8,2.3,2,10,2023-10-16T07:14:21,2023-10-16T18:21:18,40.2,rain
2023-10-17,20,12.1,15.7,20,12.1,15.7,67.7,0.311,100,8.33,rain,0,0,35.6,58.7,1019.6,87.1,10.1,104.9,8.9,5,10,2023-10-17T07:15:27,2023-10-17T18:19:47,39.8,rain
2023-10-18,17.1,14,15,17.1,14,15,84.4,8.896,100,12.5,rain,0,0,36.7,51,1016,85.7,9.8,18.6,1.5,1,10,2023-10-18T07:16:33,2023-10-18T18:18:16,39.5,rain
2023-10-19,19.9,13,15.7,19.9,13,15.7,84,0.177,100,8.33,rain,0,0,23,254,1016.8,62.8,9.4,142,12.2,5,10,2023-10-19T07:17:39,2023-10-19T18:16:47,39.1,rain
2023-10-20,23,13,18.5,23,13,18.5,70.6,0,0,0,,0,0,23.9,241.3,1014,9.8,9.9,164.1,14.2,6,10,2023-10-20T07:18:46,2023-10-20T18:15:19,38.7,clear-day
2023-10-21,26.9,18,22.3,26.7,18,22.3,55.9,0,0,0,,0,0,18.7,255.5,1016.5,16.1,10.2,163.7,14.2,6,10,2023-10-21T07:19:53,2023-10-21T18:13:51,38.4,clear-day
2023-10-22,26.9,16,20.9,26.7,16,20.9,64,0,0,0,,0,0,13,238.3,1017.9,19.2,10.1,141.6,12.2,5,10,2023-10-22T07:21:01,2023-10-22T18:12:25,38,clear-day
2023-10-23,26,15.2,20.7,26,15.2,20.7,62.5,0,0,0,,0,0,13.7,238.6,1017.1,36.2,9.8,144.2,12.5,5,10,2023-10-23T07:22:09,2023-10-23T18:10:59,37.7,partly-cloudy-day
2023-10-24,22.1,14.1,18.8,22.1,14.1,18.8,77.2,0,0,0,,0,0,20.5,175.8,1015.9,14,9.9,135.1,11.4,5,10,2023-10-24T07:23:17,2023-10-24T18:09:35,37.3,clear-day
2023-10-25,24.9,16,19.5,24.9,16,19.5,76.5,0,0,0,,0,0,24.5,240.9,1011.5,57,6.7,117.1,10.2,4,10,2023-10-25T07:24:25,2023-10-25T18:08:12,37,partly-cloudy-day
2023-10-26,25.9,19,22.3,25.9,19,22.3,54.8,0,0,0,rain,0,0,34.6,248.6,1009.6,68.9,10.1,81.4,7.1,4,10,2023-10-26T07:25:34,2023-10-26T18:06:50,36.6,partly-cloudy-day
2023-10-27,25.1,19,22.4,25.1,19,22.4,60,0.006,100,8.33,rain,0,0,38.2,238.8,1008.1,49.7,10.1,137.8,11.9,5,10,2023-10-27T07:26:43,2023-10-27T18:05:29,36.3,rain
2023-10-28,27,20.9,23.4,27.3,20.9,23.5,61.8,0,0,0,,0,0,41.8,244.5,1009.8,32.2,10.2,142.2,12.2,6,10,2023-10-28T07:27:52,2023-10-28T18:04:09,35.9,partly-cloudy-day
2023-10-29,25.8,18.1,21.2,25.8,18.1,21.2,75.4,0.012,100,4.17,rain,0,0,27.7,30.3,1015.8,54.5,10.1,68,6,3,10,2023-10-29T07:29:02,2023-10-29T18:02:51,35.6,rain
2023-10-30,24.8,17.1,20.2,24.8,17.1,20.2,81.9,0,0,0,,0,0,37.8,59,1018.6,46.5,10.1,62,5.3,5,10,2023-10-30T07:30:12,2023-10-30T18:01:33,35.3,partly-cloudy-day
2023-10-31,22,18,19.3,22,18,19.3,82.5,0,0,0,,0,0,18,118.7,1016.6,50,8.8,97.3,8.5,5,10,2023-10-31T07:31:22,2023-10-31T18:00:18,35,partly-cloudy-day
2023-11-01,23.9,17.1,20,23.9,17.1,20,72.6,0,0,0,,0,0,24.1,255.9,1014.3,49,10.1,73.6,6.3,3,10,2023-11-01T07:32:32,2023-11-01T17:59:03,34.6,partly-cloudy-day
2023-11-02,21,15.1,17.9,21,15.1,17.9,79,6.973,100,8.33,rain,0,0,35.3,98.9,1010.9,68.3,10.1,27.8,2.4,2,10,2023-11-02T07:33:43,2023-11-02T17:57:50,34.3,rain
2023-11-03,24.1,15,19.9,24.1,15,19.9,73.2,0.392,100,8.33,rain,0,0,34.2,236.8,1008.9,62.7,10.2,127.5,11,5,10,2023-11-03T07:34:54,2023-11-03T17:56:39,34,rain
2023-11-04,30,20,24.6,28.5,20,24.1,44.6,0,0,0,,0,0,66.6,222.2,1005.2,52.4,10.2,106.5,9.3,5,10,2023-11-04T07:36:05,2023-11-04T17:55:29,33.7,partly-cloudy-day
2023-11-05,23,15,19.3,23,15,19.3,71.2,10.482,100,8.33,rain,0,0,64.8,235.1,1008.6,46.5,10.1,114,9.9,5,10,2023-11-05T07:37:16,2023-11-05T17:54:20,33.4,rain
2023-11-06,24,18.8,21.4,24,18.8,21.4,64.7,0,0,0,,0,0,40.3,246.4,1013.2,37.4,10.2,104.5,9.2,7,10,2023-11-06T07:38:27,2023-11-06T17:53:13,33.1,partly-cloudy-day
2023-11-07,24.8,16.1,19.9,24.8,16.1,19.9,72,0.014,100,4.17,rain,0,0,13.7,59.7,1019.8,42.8,10.2,97.9,8.3,5,10,2023-11-07T07:39:38,2023-11-07T17:52:07,32.8,rain
2023-11-08,23,15.1,18.6,23,15.1,18.6,78,0,0,0,,0,0,15.1,239.2,1017.2,30,9.8,113.6,9.8,5,10,2023-11-08T07:40:50,2023-11-08T17:51:04,32.5,partly-cloudy-day
2023-11-09,17.9,12.1,14.5,17.9,12.1,14.5,81.1,10.609,100,8.33,rain,0,0,49.7,58.9,1019.5,69.9,10,64.5,5.4,4,10,2023-11-09T07:42:02,2023-11-09T17:50:02,32.2,rain
2023-11-10,19,10.1,14.2,19,10.1,14.2,74.5,0.022,100,4.17,rain,0,0,23.4,70,1018.7,33.3,10.2,122.3,10.4,5,10,2023-11-10T07:43:13,2023-11-10T17:49:01,31.9,rain
2023-11-11,22.1,14,17.9,22.1,14,17.9,73.8,9.199,100,12.5,rain,0,0,60.8,228.9,1009.7,83.3,10.1,97.9,8.4,5,10,2023-11-11T07:44:25,2023-11-11T17:48:02,31.7,rain
2023-11-12,19.1,15,16.7,19.1,15,16.7,73.7,14.455,100,16.67,rain,0,0,42.8,206.3,1012.7,60.9,9.8,96.1,8.3,4,10,2023-11-12T07:45:36,2023-11-12T17:47:05,31.4,rain
2023-11-13,16.1,13.1,14.9,16.1,13.1,14.9,86.7,8.408,100,16.67,rain,0,0,41.4,55.4,1013.5,85.7,9.1,10.4,0.9,1,10,2023-11-13T07:46:48,2023-11-13T17:46:10,31.1,rain
2023-11-14,17,8.1,12.6,17,6.6,12.5,75,13.432,100,8.33,rain,0,0,18.8,244.8,1017.9,27.9,10.2,106.4,9.2,5,10,2023-11-14T07:47:59,2023-11-14T17:45:17,30.9,rain
2023-11-15,20.1,10.9,15.7,20.1,10.9,15.7,66.3,0,0,0,,0,0,39.6,248.9,1011.7,35,10.2,107.7,9.4,4,10,2023-11-15T07:49:11,2023-11-15T17:44:25,30.6,partly-cloudy-day
2023-11-16,19,11,13.4,19,11,13.4,78.9,12.604,100,12.5,rain,0,0,42.8,327.6,1016.7,74.7,9.8,29.4,2.7,2,10,2023-11-16T07:50:22,2023-11-16T17:43:36,30.3,rain
2023-11-17,16,9.1,12.5,16,8.7,12.5,69.6,0.003,100,4.17,rain,0,0,26.6,150.3,1016.1,57.5,10.2,47.3,4.1,2,10,2023-11-17T07:51:33,2023-11-17T17:42:48,30.1,rain
2023-11-18,16,6.1,11.6,16,1.9,10.6,78.7,45.277,100,12.5,rain,0,0,47.5,13.9,1003,88.6,8.8,7.1,0.5,1,10,2023-11-18T07:52:43,2023-11-18T17:42:02,29.9,rain
2023-11-19,8,3,5.6,7,-2.6,1.9,83,28.254,100,12.5,"rain,snow",1.1,0.6,61.9,281.9,1009.5,87.4,7.9,5.3,0.5,0,10,2023-11-19T07:53:53,2023-11-19T17:41:19,29.6,snow
2023-11-20,12.1,4.3,9.8,12.1,4.1,9.1,69.4,0.232,100,4.17,rain,0,0.1,37.8,249.6,1014.7,73,10.2,44.3,3.9,4,10,2023-11-20T07:55:03,2023-11-20T17:40:37,29.4,rain
2023-11-21,17,10.1,13.2,17,10.1,13.2,68.1,0.186,100,4.17,rain,0,0,17.3,208,1015.5,49.6,10.2,101.5,8.7,5,10,2023-11-21T07:56:13,2023-11-21T17:39:57,29.2,rain
2023-11-22,20.1,13.1,16.4,20.1,13.1,16.4,64.6,8.742,100,8.33,rain,0,0,44.3,232.5,1013.5,77,10,82,7,6,10,2023-11-22T07:57:22,2023-11-22T17:39:20,29,rain
2023-11-23,14.1,12.1,13.1,14.1,12.1,13.1,91.6,16.072,100,12.5,rain,0,0,37.4,57.5,1019.3,88.7,9.9,13,1,1,10,2023-11-23T07:58:31,2023-11-23T17:38:44,28.8,rain
2023-11-24,17,12.1,14.9,17,12.1,14.9,86.4,0.495,100,12.5,rain,0,0,26.6,240.9,1008.6,88.4,8.6,46.4,4.1,3,10,2023-11-24T07:59:39,2023-11-24T17:38:11,28.6,rain
2023-11-25,18,15.1,16.9,18,15.1,16.9,60.2,0.353,100,4.17,rain,0,0,48.2,202.2,994.5,76.2,10.2,34.6,3,2,10,2023-11-25T08:00:46,2023-11-25T17:37:40,28.4,rain
2023-11-26,18,4.1,9.5,18,0.2,7.2,66.8,3.482,100,16.67,"rain,snow",0,0,82.1,260.4,993.8,78.8,9.7,40.4,3.6,5,10,2023-11-26T08:01:53,2023-11-26T17:37:11,28.2,rain
2023-11-27,7,3,4.9,3.9,-1,1.4,51.9,0.028,100,12.5,rain,0,0,52.6,269.3,1015.5,57.7,10.1,65.3,5.7,4,10,2023-11-27T08:02:59,2023-11-27T17:36:44,28,rain
2023-11-28,14.1,6.1,9.2,14.1,2.3,7.8,58.2,0.918,100,4.17,rain,0,0,38.2,150.1,1012.2,60.3,10.2,61,5.3,5,10,2023-11-28T08:04:04,2023-11-28T17:36:19,27.8,rain
2023-11-29,16.9,13,14.5,16.9,13,14.5,81.4,22.99,100,16.67,rain,0,0,75.2,246.4,1005.7,89.1,8.1,10.2,0.9,1,10,2023-11-29T08:05:09,2023-11-29T17:35:57,27.6,rain
2023-11-30,13,9.1,10.7,13,5.8,10.1,87.3,28.094,100,8.33,rain,0,0,32.4,59.3,1016.7,88.6,9.7,56.5,4.9,3,10,2023-11-30T08:06:12,2023-11-30T17:35:37,27.5,rain
2023-12-01,18.1,9.1,14.9,18.1,9.1,14.9,80.4,0,0,0,,0,0,33.1,244.4,1015.9,56.5,9.2,90,7.9,4,10,2023-12-01T08:07:15,2023-12-01T17:35:19,27.3,partly-cloudy-day
2023-12-02,20.1,16,18.1,20.1,16,18.1,62.9,0,0,0,,0,0,55.4,240,1012.8,51.3,10.2,76.5,6.5,5,10,2023-12-02T08:08:17,2023-12-02T17:35:03,27.2,partly-cloudy-day
2023-12-03,21.1,16.9,18.9,21.1,16.9,18.9,55.1,0,0,0,,0,0,26.5,246.5,1013.2,69.1,10.2,36.3,3.1,2,10,2023-12-03T08:09:17,2023-12-03T17:34:50,27,partly-cloudy-day
2023-12-04,16.9,8.1,10.1,16.9,4.3,8.9,91,1.657,100,12.5,rain,0,0,43.2,57,1020.6,87,9.8,9.2,0.8,1,10,2023-12-04T08:10:17,2023-12-04T17:34:39,26.9,rain
2023-12-05,11.1,8.1,9.7,11.1,4.7,8.3,87.7,2.194,100,8.33,rain,0,0,37.8,57.4,1019.5,88.3,10.2,14.5,1.2,1,10,2023-12-05T08:11:15,2023-12-05T17:34:30,26.8,rain
2023-12-06,11.1,9.1,9.9,11.1,6.4,8.9,88.9,0.977,100,4.17,rain,0,0,24.5,59.1,1012.3,88.8,9.5,17.1,1.5,1,10,2023-12-06T08:12:12,2023-12-06T17:34:24,26.6,rain
2023-12-07,12.1,10.1,11,12.1,10.1,11,93.1,3.282,100,16.67,rain,0,0,33.5,39.9,1012.1,89,6.8,20.4,1.7,2,10,2023-12-07T08:13:08,2023-12-07T17:34:20,26.5,rain
2023-12-08,10.1,7,8.2,10.1,2.8,4.6,92.4,6.105,100,12.5,rain,0,0,47.5,59.1,1013.2,89,8.7,8,0.9,0,10,2023-12-08T08:14:03,2023-12-08T17:34:18,26.4,rain
2023-12-09,7.1,6,6.8,3.4,1,2.6,89.3,12.689,100,16.67,rain,0,0,57.6,47.5,1014,89,7.7,6,0.5,0,10,2023-12-09T08:14:56,2023-12-09T17:34:18,26.3,rain
2023-12-10,11,5,7.3,11,1.8,5.3,84.9,0.307,100,8.33,rain,0,0,20,55.5,1018.2,62.8,10.2,45.8,4,4,10,2023-12-10T08:15:48,2023-12-10T17:34:21,26.2,rain
2023-12-11,13.1,7,9.4,13.1,4.7,8.2,84,0.009,100,4.17,rain,0,0,22,56.4,1016.2,73.1,10.2,54.9,4.8,4,10,2023-12-11T08:16:38,2023-12-11T17:34:27,26.1,rain
2023-12-12,12.1,7,10,12.1,6.2,9.8,84.5,0,0,0,rain,0,0,18,229.4,1015.4,78.4,8.5,56.4,4.9,3,10,2023-12-12T08:17:27,2023-12-12T17:34:34,26.1,partly-cloudy-day
2023-12-13,14.1,8.1,11,14.1,7.6,10.7,73.6,0,0,0,,0,0,19.4,184.4,1015.3,47.2,9.8,88.8,7.7,4,10,2023-12-13T08:18:14,2023-12-13T17:34:44,26,partly-cloudy-day
2023-12-14,20.9,10,14.8,20.9,10,14.8,59.1,0,0,0,,0,0,23.4,237.2,1011.1,63.4,10.2,87,7.4,4,10,2023-12-14T08:18:59,2023-12-14T17:34:56,25.9,partly-cloudy-day
2023-12-15,15.9,10,12,15.9,10,12,79.1,0.055,100,8.33,rain,0,0,42.5,55.9,1017,78.2,10.1,42.1,3.6,2,10,2023-12-15T08:19:43,2023-12-15T17:35:10,25.9,rain
2023-12-16,10.1,6.1,8.5,10.1,0.7,5.2,92.8,11.242,100,12.5,rain,0,0,63.7,55.6,1023.9,89,8.8,5.8,0.5,1,10,2023-12-16T08:20:25,2023-12-16T17:35:27,25.8,rain
2023-12-17,9.1,4.1,6.6,6.2,0.4,2.8,72.2,3.185,100,8.33,rain,0,0,48.6,60.3,1035.1,68.5,10.2,44.7,3.9,5,10,2023-12-17T08:21:05,2023-12-17T17:35:46,25.8,rain
2023-12-18,10.9,1.1,5.9,10.9,-1.6,4.4,77.1,0,0,0,,0,0,16.6,48.5,1032.3,0,10.2,79.4,6.9,4,10,2023-12-18T08:21:43,2023-12-18T17:36:07,25.8,clear-day
2023-12-19,13.9,4.1,7.9,13.9,4.1,7.7,78.3,0,0,0,,0,0,12.6,241.8,1026.4,6.3,9.7,80.4,7,4,10,2023-12-19T08:22:20,2023-12-19T17:36:30,25.7,clear-day
2023-12-20,15,2.2,9.3,15,0.2,8.7,69.8,0.003,100,4.17,rain,0,0,16.9,221.4,1017.2,1.6,9.7,95.2,8.2,4,10,2023-12-20T08:22:54,2023-12-20T17:36:56,25.7,rain
2023-12-21,15,9,11.4,15,6.4,11.2,69.7,0.029,100,8.33,rain,0,0,23,51.8,1008,73.4,9.8,65.7,5.8,5,10,2023-12-21T08:23:27,2023-12-21T17:37:23,25.7,rain
2023-12-22,14,8.1,10,14,5.5,9.2,88,14.31,100,8.33,rain,0,0,45,243.1,1000.1,88.8,8.4,37.3,3.1,2,10,2023-12-22T08:23:58,2023-12-22T17:37:53,25.7,rain
2023-12-23,14.1,7,11.1,14.1,5.7,10.7,63.2,0.55,100,12.5,rain,0,0,67,256.3,1003.7,69.5,10.2,38.8,3.3,2,10,2023-12-23T08:24:26,2023-12-23T17:38:25,25.7,rain
2023-12-24,15,11,12.5,15,11,12.5,65.3,0.255,100,8.33,rain,0,0,64.8,263.6,1011,69.7,10.2,55.2,4.8,4,10,2023-12-24T08:24:53,2023-12-24T17:38:58,25.7,rain
2023-12-25,18.1,12,14.7,18.1,12,14.7,64.1,0,0,0,,0,0,27.9,246.8,1015.9,16.9,10.1,76.6,6.6,4,10,2023-12-25T08:25:17,2023-12-25T17:39:34,25.7,clear-day
2023-12-26,18,14,15.5,18,14,15.5,65.7,0,0,0,,0,0,20.2,249.8,1020,0,10.1,77.9,6.8,4,10,2023-12-26T08:25:40,2023-12-26T17:40:12,25.8,clear-day
2023-12-27,17,11.9,14.6,17,11.9,14.6,72.1,0,0,0,rain,0,0,21.6,253,1021.7,36,10.1,63,5.4,4,10,2023-12-27T08:26:00,2023-12-27T17:40:52,25.8,partly-cloudy-day
2023-12-28,15.9,7,10.4,15.9,4.5,9.6,80.4,0,0,0,,0,0,14.4,58.8,1027.3,10,9.9,72.9,6.2,4,10,2023-12-28T08:26:18,2023-12-28T17:41:33,25.9,clear-day
2023-12-29,14.9,5.1,10.3,14.9,5.1,10.2,76.3,0,0,0,,0,0,20.9,247,1022.4,10.8,9.4,82.8,7.2,4,10,2023-12-29T08:26:33,2023-12-29T17:42:17,25.9,clear-day
2023-12-30,16.1,7.1,11.7,16.1,5.8,11.4,72.5,0,0,0,,0,0,15.5,234.5,1020.8,29.1,9.6,68.9,6,4,10,2023-12-30T08:26:47,2023-12-30T17:43:02,26,partly-cloudy-day
2023-12-31,17,11,13.4,17,11,13.4,73.5,0,0,0,,0,0,36.2,293.2,1020.5,82.1,10.1,42.8,3.7,3,10,2023-12-31T08:26:58,2023-12-31T17:43:49,26,partly-cloudy-day
2024-01-01,16.2,10.9,13.2,16.2,10.9,13.2,66.8,0,0,0,,0,0,19.1,226.1,1017.5,55.5,10.3,82.5,7.1,4,10,2024-01-01T08:27:07,2024-01-01T17:44:38,26.1,partly-cloudy-day
2024-01-02,15.1,9.1,12.7,15.1,6.6,12.3,77.8,9.929,100,4.17,rain,0,0,28.4,247.4,1015,76.9,9.8,35.4,3.1,2,10,2024-01-02T08:27:14,2024-01-02T17:45:28,26.2,rain
2024-01-03,15.4,8.3,12.2,15.4,7.2,12,83.1,0.387,100,8.33,rain,0,0,43.2,243,1013.3,70.3,8.4,62,5.3,3,10,2024-01-03T08:27:19,2024-01-03T17:46:20,26.3,rain
2024-01-04,16.2,11,13.8,16.2,11,13.8,73.8,0.168,100,4.17,rain,0,0,30.6,237.7,1010,59.4,10.4,93.9,8.1,4,10,2024-01-04T08:27:21,2024-01-04T17:47:13,26.4,rain
2024-01-05,15.2,9.9,12.5,15.2,8.9,12.4,68.8,1.207,100,8.33,rain,0,0,47.9,249.9,1015.8,27.3,10.3,85.8,7.4,4,10,2024-01-05T08:27:21,2024-01-05T17:48:08,26.5,rain
2024-01-06,17.9,9,12.7,17.9,9,12.7,53.3,0,0,0,,0,0,18.4,237.3,1016.8,46,10.4,80,6.9,5,10,2024-01-06T08:27:19,2024-01-06T17:49:05,26.6,partly-cloudy-day
2024-01-07,16,10.2,13.2,16,10.2,13.2,64.7,18.365,100,12.5,rain,0,0,56.2,117.9,1006.9,64.3,9.8,37.4,3.3,2,10,2024-01-07T08:27:14,2024-01-07T17:50:02,26.7,rain
2024-01-08,15.3,6.2,12.3,15.3,1.9,11.7,72.7,10.415,100,16.67,rain,0,0,45.7,265.1,1007.9,87.2,10.1,82.9,7.2,4,10,2024-01-08T08:27:08,2024-01-08T17:51:02,26.8,rain
2024-01-09,6.3,3.2,4.8,2.2,-2.4,-0.1,90.8,14.157,100,16.67,rain,0,0,48.6,50.9,1017.3,90.6,9,5.1,0.4,0,10,2024-01-09T08:26:58,2024-01-09T17:52:02,27,rain
2024-01-10,6.2,3.1,4.6,3.3,-1.7,-0.1,86.6,10.387,100,12.5,"rain,snow",0.1,0.1,52.6,54.9,1022.8,90.5,9.9,14.7,1.2,1,10,2024-01-10T08:26:47,2024-01-10T17:53:04,27.1,snow
2024-01-11,5.2,2.3,4.4,4.3,-1.3,1.8,74.5,0.568,100,12.5,"rain,snow",0,0,33.8,55.5,1022.4,89.8,10.3,15.4,1.3,1,10,2024-01-11T08:26:33,2024-01-11T17:54:06,27.2,rain
2024-01-12,7,3,4.1,4.2,-2.5,0.9,73,0.569,100,4.17,"rain,snow",0.2,0.1,33.8,51.3,1016.4,77.9,10.1,76.2,6.4,4,10,2024-01-12T08:26:18,2024-01-12T17:55:10,27.4,snow
2024-01-13,4,-1,1.5,1.4,-4.3,-1.7,66.1,0,0,0,,0,0.1,29.9,63,1020,75.4,10.1,96.8,8.3,4,10,2024-01-13T08:26:00,2024-01-13T17:56:15,27.6,partly-cloudy-day
2024-01-14,6.9,-2.1,2.6,3.5,-5,0,64.1,0,0,0,,0,0,18.7,233.1,1016.5,30.9,10,110,9.4,5,10,2024-01-14T08:25:39,2024-01-14T17:57:21,27.7,partly-cloudy-day
2024-01-15,12.9,5.8,8.6,12.9,2.5,7.2,56.5,0,0,0,,0,0,48.2,228.8,1012,46.1,10,84.9,7.2,5,10,2024-01-15T08:25:17,2024-01-15T17:58:28,27.9,partly-cloudy-day
